2.086123093261978357e-05,2.000487141216131208e-05,1.984632954910302586e-05
4.029365533072145050e-04,3.280255926199205480e-04,3.741562600644187308e-04
1.190388175071260346e-03,9.227275733751291991e-04,1.094789111078803365e-03
2.357966218936902864e-03,1.761372714798257457e-03,2.149346498701122394e-03
3.899007084530706994e-03,2.820059389093627737e-03,3.522186205235198261e-03
5.813301221627285853e-03,4.082007133971111458e-03,5.202989361038624222e-03
8.103950112890353705e-03,5.534204502762715173e-03,7.183802198628448307e-03
1.077606835022436316e-02,7.165966849884720935e-03,9.457829220959093966e-03
1.383612319339803769e-02,8.968186978796571091e-03,1.201883147346005827e-02
1.729155182248534248e-02,1.093289883905275775e-02,1.486078828334066841e-02
2.115051801948011553e-02,1.305300323242851099e-02,1.797769142614821791e-02
2.542174605200341400e-02,1.532208562026227648e-02,2.136341294461127985e-02
3.011440049521059772e-02,1.773429005094605965e-02,2.501161722446027663e-02
3.523799494497942969e-02,2.028422916135896870e-02,2.891570138508278709e-02
4.079549848526276695e-02,2.296691837265267891e-02,3.306875477615350140e-02
4.644470480487036118e-02,2.577772688212201513e-02,3.746353198309981813e-02
5.207141234941190661e-02,2.871234065139209937e-02,4.204610359836968153e-02
5.767998537588716473e-02,3.176673416816267609e-02,4.656209208391866999e-02
6.327410698936600242e-02,3.493714875326546510e-02,5.099829234580257470e-02
6.885689722249613287e-02,3.822007583289115801e-02,5.535670806132129279e-02
7.443100508483965760e-02,4.158326572254936876e-02,5.963893765748685266e-02
7.999868135811641356e-02,4.488705313526122204e-02,6.384624564738641816e-02
8.556183691379848355e-02,4.813577863244727223e-02,6.797961995127754786e-02
9.112208998316595476e-02,5.133242351704202927e-02,7.203981853277185987e-02
9.668080488453201227e-02,5.447974560901456403e-02,7.602740777874744671e-02
1.022391240643752419e-01,5.758031239438062693e-02,7.994279442059015750e-02
1.077979948477086891e-01,6.063652854828954081e-02,8.378625234529693544e-02
1.133581919594178755e-01,6.365065894472055064e-02,8.755794532051214274e-02
1.189203366337230339e-01,6.662484801122875444e-02,9.125794641986348377e-02
1.244849129472885008e-01,6.956113609807412779e-02,9.488625475859854830e-02
1.300522818750613208e-01,7.246147338867303667e-02,9.844281001713384160e-02
1.356226934642618398e-01,7.532773176995788411e-02,1.019275051296819334e-01
1.411962974424411654e-01,7.816171499792920474e-02,1.053401974381607542e-01
1.467731525139494841e-01,8.096516742907303166e-02,1.086807185520778374e-01
1.523532345510562880e-01,8.373978153775435418e-02,1.119488831086800640e-01
1.579364438481045407e-01,8.648720439982066077e-02,1.151444965912022667e-01
1.635226115770240518e-01,8.920904329095638574e-02,1.182673623341960745e-01
1.691115055585295790e-01,9.190687052296789283e-02,1.213172878219400674e-01
1.747028354440166575e-01,9.458222762074913748e-02,1.242940903675260611e-01
1.802962573875430130e-01,9.723662892611198427e-02,1.271976022453807365e-01
1.858913782745605092e-01,9.987156470116401175e-02,1.300276753379875638e-01
1.914877595636527430e-01,1.024885037928476850e-01,1.327841853478193834e-01
1.970849207889630583e-01,1.050888959111207221e-01,1.354670356175295132e-01
2.026823427639175557e-01,1.076741735657116561e-01,1.380761605949493986e-01
2.082794705209579100e-01,1.102457537000894050e-01,1.406115289740941243e-01
2.138757160171010918e-01,1.128050390560318972e-01,1.430731465389938339e-01
2.194704606310174388e-01,1.153534192977718753e-01,1.454610587335575522e-01
2.250630574738715639e-01,1.178922719209848646e-01,1.477753529777066366e-01
2.306528335332474478e-01,1.204229629687404157e-01,1.500161607475687942e-01
2.362390916670020768e-01,1.229468475738855482e-01,1.521836594355162886e-01
2.418211124617975494e-01,1.254652703450556961e-01,1.542780740041816701e-01
2.473981559692630117e-01,1.279795656115867986e-01,1.562996784472395484e-01
2.529694633312056240e-01,1.304910575409490570e-01,1.582487970686421441e-01
2.585342583039763609e-01,1.330010601409112314e-01,1.601258055911122524e-01
2.640917486909601375e-01,1.355108771574321525e-01,1.619311321039786922e-01
2.696411276911861443e-01,1.380218018782377598e-01,1.636652578598748742e-01
2.751815751712107239e-01,1.405351168511425053e-01,1.653287179293722042e-01
2.807122588666801644e-01,1.430520935254092074e-01,1.669221017222713987e-01
2.862323355193623908e-01,1.455739918237713704e-01,1.684460533840164420e-01
2.917409519548623265e-01,1.481020596521750721e-01,1.699012720754945194e-01
2.972372461057584681e-01,1.506375323537974820e-01,1.712885121443487868e-01
3.027203479844711720e-01,1.531816321134802927e-01,1.726085831958329153e-01
3.081893806097993904e-01,1.557355673183362377e-01,1.738623500711772296e-01
3.136434608907302524e-01,1.583005318799755590e-01,1.750507327413937109e-01
3.190817004708420002e-01,1.608777045235145475e-01,1.761747061244371970e-01
3.245032065363518958e-01,1.634682480482878564e-01,1.772352998336255703e-01
3.299070825906524895e-01,1.660733085649594709e-01,1.782335978652251351e-01
3.352924291979622606e-01,1.686940147135500279e-01,1.791707382331017839e-01
3.406583446985348984e-01,1.713314768667157095e-01,1.800479125583318296e-01
3.460039258977380960e-01,1.739867863224479894e-01,1.808663656216451254e-01
3.513282687311344299e-01,1.766610144902284463e-01,1.816273948865424204e-01
3.566304689075968648e-01,1.793552120745238732e-01,1.823323500008662557e-01
3.619096225323747418e-01,1.820704082593644080e-01,1.829826322845348741e-01
